osmid,y,x,highway,ref,street_count,junction,railway,geometry
37530299,39.4058427,-76.590848,crossing,,4,,,POINT (-76.590848 39.4058427)
37530311,39.4067145,-76.5905508,,,3,,,POINT (-76.5905508 39.4067145)
37530319,39.407444,-76.5902597,,,3,,,POINT (-76.5902597 39.407444)
37530415,39.387141,-76.420013,,,3,,,POINT (-76.420013 39.387141)
37530436,39.386911,-76.420478,,,3,,,POINT (-76.420478 39.386911)
37530439,39.4992636,-76.6377568,,,1,,,POINT (-76.6377568 39.4992636)
37530444,39.4989993,-76.637527,,,3,,,POINT (-76.637527 39.4989993)
37530466,39.4340546,-76.7788083,,,3,,,POINT (-76.7788083 39.4340546)
37530469,39.4332381,-76.7785949,,,3,,,POINT (-76.7785949 39.4332381)
37530483,39.4949134,-76.6590061,,,4,,,POINT (-76.6590061 39.4949134)
37530490,39.4951708,-76.6588383,crossing,,4,,,POINT (-76.6588383 39.4951708)
37530501,39.3974022,-76.675131,,,3,,,POINT (-76.675131 39.3974022)
37530525,39.4357232,-76.7113195,,,1,,,POINT (-76.7113195 39.4357232)
37530528,39.3970624,-76.6766981,,,3,,,POINT (-76.6766981 39.3970624)
37530550,39.4359257,-76.7097237,,,1,,,POINT (-76.7097237 39.4359257)
37530553,39.4007703,-76.8154428,,,3,,,POINT (-76.8154428 39.4007703)
37530574,39.399908,-76.8159069,,,3,,,POINT (-76.8159069 39.399908)
37530589,39.3920631,-76.6888415,turning_circle,,3,,,POINT (-76.6888415 39.3920631)
37530619,39.3930694,-76.689799,,,3,,,POINT (-76.689799 39.3930694)
37530664,39.2982043,-76.5007582,crossing,,4,,,POINT (-76.5007582 39.2982043)
37530696,39.4667846,-76.8693615,,,3,,,POINT (-76.8693615 39.4667846)
37530709,39.4673845,-76.8699655,,,3,,,POINT (-76.8699655 39.4673845)
37530725,39.4675542,-76.8706314,,,1,,,POINT (-76.8706314 39.4675542)
37530747,39.379697,-76.49936,,,3,,,POINT (-76.49936 39.379697)
37530788,39.5197024,-76.7276239,,,3,,,POINT (-76.7276239 39.5197024)
37530817,39.4677676,-76.8645834,,,1,,,POINT (-76.8645834 39.4677676)
37530822,39.5189802,-76.7099653,,,1,,,POINT (-76.7099653 39.5189802)
37530824,39.352829,-76.437468,,,3,,,POINT (-76.437468 39.352829)
37530883,39.312436,-76.498733,,,4,,,POINT (-76.498733 39.312436)
37530886,39.3127314,-76.4996773,,,1,,,POINT (-76.4996773 39.3127314)
37530893,39.3807011,-76.7305134,,,3,,,POINT (-76.7305134 39.3807011)
37530896,39.698455,-76.709654,,,1,,,POINT (-76.709654 39.698455)
37530919,39.697409,-76.708096,,,3,,,POINT (-76.708096 39.697409)
37530935,39.5208775,-76.7117651,,,3,,,POINT (-76.7117651 39.5208775)
37530951,39.5204386,-76.7132415,,,3,,,POINT (-76.7132415 39.5204386)
37530967,39.521925,-76.7200072,,,3,,,POINT (-76.7200072 39.521925)
37531008,39.601768,-76.608231,,,3,,,POINT (-76.608231 39.601768)
37531030,39.60045,-76.607775,,,1,,,POINT (-76.607775 39.60045)
37531041,39.600187,-76.610103,,,1,,,POINT (-76.610103 39.600187)
37531049,39.698725,-76.710808,,,1,,,POINT (-76.710808 39.698725)
37531081,39.697158,-76.709988,,,3,,,POINT (-76.709988 39.697158)
37531088,39.69659,-76.708668,,,3,,,POINT (-76.708668 39.69659)
37531125,39.601771,-76.608497,,,3,,,POINT (-76.608497 39.601771)
37531129,39.510892,-76.543235,,,1,,,POINT (-76.543235 39.510892)
37531181,39.513106,-76.544262,,,3,,,POINT (-76.544262 39.513106)
37531197,39.497626,-76.528918,,,1,,,POINT (-76.528918 39.497626)
37531208,39.497973,-76.528252,,,1,,,POINT (-76.528252 39.497973)
37531213,39.495373,-76.542412,,,3,,,POINT (-76.542412 39.495373)
37531221,39.4956732,-76.5425274,,,3,,,POINT (-76.5425274 39.4956732)
37531231,39.495958,-76.542501,,,3,,,POINT (-76.542501 39.495958)
37531237,39.4963,-76.542516,,,1,,,POINT (-76.542516 39.4963)
37531241,39.4707588,-76.8072923,,,4,,,POINT (-76.8072923 39.4707588)
37531243,39.4707364,-76.8074679,,,3,,,POINT (-76.8074679 39.4707364)
37531247,39.4706544,-76.8076537,,,3,,,POINT (-76.8076537 39.4706544)
37531251,39.470528,-76.8077778,,,3,,,POINT (-76.8077778 39.470528)
37531259,39.5502509,-76.8109982,,,3,,,POINT (-76.8109982 39.5502509)
37531286,39.4402936,-76.8054448,,,1,,,POINT (-76.8054448 39.4402936)
37531290,39.4400404,-76.8054567,,,3,,,POINT (-76.8054567 39.4400404)
37531307,39.4708729,-76.8073151,,,3,,,POINT (-76.8073151 39.4708729)
37531311,39.4702653,-76.8071925,,,4,,,POINT (-76.8071925 39.4702653)
37531313,39.4414232,-76.8071785,,,3,,,POINT (-76.8071785 39.4414232)
37531314,39.4415742,-76.8069815,,,3,,,POINT (-76.8069815 39.4415742)
37531315,39.4417925,-76.8066968,,,3,,,POINT (-76.8066968 39.4417925)
37531337,39.266669,-76.7241251,,,3,,,POINT (-76.7241251 39.266669)
37531339,39.2667724,-76.7242263,,,3,,,POINT (-76.7242263 39.2667724)
37531341,39.4424764,-76.8009505,,,3,,,POINT (-76.8009505 39.4424764)
37531353,39.4424147,-76.8003835,,,3,,,POINT (-76.8003835 39.4424147)
37531368,39.2727789,-76.46112,,,3,,,POINT (-76.46112 39.2727789)
37531387,39.268012,-76.718112,,,3,,,POINT (-76.718112 39.268012)
37531393,39.2679611,-76.7186015,,,3,,,POINT (-76.7186015 39.2679611)
37531399,39.2678728,-76.7187571,,,3,,,POINT (-76.7187571 39.2678728)
37531417,39.2674606,-76.7183279,,,3,,,POINT (-76.7183279 39.2674606)
37531422,39.274207,-76.464668,,,1,,,POINT (-76.464668 39.274207)
37531424,39.3890039,-76.5475105,,,3,,,POINT (-76.5475105 39.3890039)
37531446,39.3874961,-76.546626,,,3,,,POINT (-76.546626 39.3874961)
37531460,39.273986,-76.476904,,,1,,,POINT (-76.476904 39.273986)
37531462,39.3918444,-76.5329833,,,3,,,POINT (-76.5329833 39.3918444)
37531467,39.391495,-76.533453,,,3,,,POINT (-76.533453 39.391495)
37531492,39.3901367,-76.5283118,,,3,,,POINT (-76.5283118 39.3901367)
37531494,39.3898571,-76.5277827,,,3,,,POINT (-76.5277827 39.3898571)
37531526,39.4032689,-76.7634776,,,3,,,POINT (-76.7634776 39.4032689)
37531528,39.403223,-76.7640707,,,3,,,POINT (-76.7640707 39.403223)
37531557,39.2455829,-76.6727836,traffic_signals,,4,,,POINT (-76.6727836 39.2455829)
37531559,39.2455985,-76.6729567,traffic_signals,,4,,,POINT (-76.6729567 39.2455985)
37531563,39.2458272,-76.6732405,,,3,,,POINT (-76.6732405 39.2458272)
37531566,39.4030889,-76.7634505,,,3,,,POINT (-76.7634505 39.4030889)
37531569,39.3791895,-76.6513184,,,3,,,POINT (-76.6513184 39.3791895)
37531596,39.643037,-76.690369,,,3,,,POINT (-76.690369 39.643037)
37531624,39.3746085,-76.5606214,,,3,,,POINT (-76.5606214 39.3746085)
37531693,39.634343,-76.67502,,,1,,,POINT (-76.67502 39.634343)
37531696,39.667099,-76.724337,,,1,,,POINT (-76.724337 39.667099)
37531734,39.6623365,-76.7255053,,,3,,,POINT (-76.7255053 39.6623365)
37531735,39.3605133,-76.8309825,,,3,,,POINT (-76.8309825 39.3605133)
37531738,39.3609063,-76.8306747,,,3,,,POINT (-76.8306747 39.3609063)
37531745,39.3614873,-76.8290309,,,3,,,POINT (-76.8290309 39.3614873)
37531777,39.6561347,-76.7003787,,,3,,,POINT (-76.7003787 39.6561347)
37531802,39.4259345,-76.6764708,,,3,,,POINT (-76.6764708 39.4259345)
37531831,39.3897909,-76.5290878,,,5,,,POINT (-76.5290878 39.3897909)
37531870,39.4221089,-76.6891509,,,3,,,POINT (-76.6891509 39.4221089)
37531877,39.4223302,-76.6889271,,,1,,,POINT (-76.6889271 39.4223302)
37531913,39.4040067,-76.5964891,traffic_signals,,4,,,POINT (-76.5964891 39.4040067)
37532009,39.2830131,-76.4301898,,,3,,,POINT (-76.4301898 39.2830131)
37532052,39.40553,-76.629275,,,3,,,POINT (-76.629275 39.40553)
37532059,39.405309,-76.629,,,3,,,POINT (-76.629 39.405309)
37532062,39.405162,-76.628975,,,3,,,POINT (-76.628975 39.405162)
37532068,39.404838,-76.628918,,,3,,,POINT (-76.628918 39.404838)
37532080,39.404277,-76.629096,,,3,,,POINT (-76.629096 39.404277)
37532092,39.2845003,-76.4849122,,,1,,,POINT (-76.4849122 39.2845003)
37532119,39.4724346,-76.5253584,,,1,,,POINT (-76.5253584 39.4724346)
37532139,39.4742207,-76.5243443,,,3,,,POINT (-76.5243443 39.4742207)
37532148,39.613277,-76.760409,,,1,,,POINT (-76.760409 39.613277)
37532151,39.3081026,-76.7248964,,,4,,,POINT (-76.7248964 39.3081026)
37532161,39.3080112,-76.7163615,,,1,,,POINT (-76.7163615 39.3080112)
37532188,39.3044756,-76.7132592,,,3,,,POINT (-76.7132592 39.3044756)
37532200,39.617913,-76.76393,,,1,,,POINT (-76.76393 39.617913)
37532220,39.3748596,-76.6451107,,,3,,,POINT (-76.6451107 39.3748596)
37532237,39.3739414,-76.6448262,,,3,,,POINT (-76.6448262 39.3739414)
37532243,39.3742665,-76.6421502,,,1,,,POINT (-76.6421502 39.3742665)
37532248,39.374276,-76.641542,,,3,,,POINT (-76.641542 39.374276)
37532261,39.373961,-76.641261,,,1,,,POINT (-76.641261 39.373961)
37532368,39.3723672,-76.4591811,,,3,,,POINT (-76.4591811 39.3723672)
37532416,39.2247347,-76.4371159,,,3,,,POINT (-76.4371159 39.2247347)
37532443,39.2248729,-76.437421,,,3,,,POINT (-76.437421 39.2248729)
37532449,39.373755,-76.460101,,,3,,,POINT (-76.460101 39.373755)
37532451,39.3502964,-76.4857796,,,3,,,POINT (-76.4857796 39.3502964)
37532453,39.3502807,-76.486078,,,3,,,POINT (-76.486078 39.3502807)
37532456,39.35,-76.486154,,,3,,,POINT (-76.486154 39.35)
37532459,39.3498714,-76.4859026,,,3,,,POINT (-76.4859026 39.3498714)
37532462,39.374513,-76.45941,,,4,,,POINT (-76.45941 39.374513)
37532463,39.3743469,-76.458642,,,4,,,POINT (-76.458642 39.3743469)
37532466,39.3829994,-76.8703843,,,3,,,POINT (-76.8703843 39.3829994)
37532475,39.3834331,-76.8704974,,,3,,,POINT (-76.8704974 39.3834331)
37532481,39.3989825,-76.7594023,,,3,,,POINT (-76.7594023 39.3989825)
37532501,39.3988269,-76.7591757,,,3,,,POINT (-76.7591757 39.3988269)
37532503,39.325862,-76.507116,,,4,,,POINT (-76.507116 39.325862)
37532519,39.406403,-76.7614302,,,3,,,POINT (-76.7614302 39.406403)
37532535,39.3837747,-76.8699709,,,3,,,POINT (-76.8699709 39.3837747)
37532538,39.517581,-76.536908,,,3,,,POINT (-76.536908 39.517581)
37532549,39.3261995,-76.49693,,,3,,,POINT (-76.49693 39.3261995)
37532575,39.4045914,-76.7608433,,,3,,,POINT (-76.7608433 39.4045914)
37532603,39.518673,-76.534834,,,3,,,POINT (-76.534834 39.518673)
37532610,39.520243,-76.535161,,,3,,,POINT (-76.535161 39.520243)
37532625,39.520659,-76.535136,,,3,,,POINT (-76.535136 39.520659)
37532626,39.520744,-76.534867,,,1,,,POINT (-76.534867 39.520744)
37532656,39.3909087,-76.7515132,,,1,,,POINT (-76.7515132 39.3909087)
37532706,39.582524,-76.598512,,,1,,,POINT (-76.598512 39.582524)
37532719,39.5827141,-76.5972523,,,3,,,POINT (-76.5972523 39.5827141)
37532746,39.586372,-76.601544,,,1,,,POINT (-76.601544 39.586372)
37532752,39.4128365,-76.7797678,,,4,,,POINT (-76.7797678 39.4128365)
37532756,39.5834972,-76.6063662,,,3,,,POINT (-76.6063662 39.5834972)
37532765,39.5831335,-76.6060354,,,3,,,POINT (-76.6060354 39.5831335)
37532767,39.5830877,-76.6059038,,,3,,,POINT (-76.6059038 39.5830877)
37532804,39.58054,-76.625907,,,1,,,POINT (-76.625907 39.58054)
37532807,39.4392025,-76.3913172,,,3,,,POINT (-76.3913172 39.4392025)
37532814,39.4278234,-76.784083,,,3,,,POINT (-76.784083 39.4278234)
37532817,39.4277729,-76.7851384,,,3,,,POINT (-76.7851384 39.4277729)
37532825,39.4281339,-76.7852623,,,3,,,POINT (-76.7852623 39.4281339)
37532833,39.4412247,-76.4107639,,,3,,,POINT (-76.4107639 39.4412247)
37532898,39.226875,-76.43057,,,4,,,POINT (-76.43057 39.226875)
37532920,39.5453539,-76.8288563,,,3,,,POINT (-76.8288563 39.5453539)
37532937,39.5464061,-76.8303664,,,3,,,POINT (-76.8303664 39.5464061)
37532951,39.3574074,-76.7494316,,,3,,,POINT (-76.7494316 39.3574074)
37532954,39.3576382,-76.7490594,,,3,,,POINT (-76.7490594 39.3576382)
37532960,39.6295717,-76.7981424,,,3,,,POINT (-76.7981424 39.6295717)
37532990,39.6238594,-76.7839837,,,3,,,POINT (-76.7839837 39.6238594)
37533017,39.2635146,-76.7166445,,,3,,,POINT (-76.7166445 39.2635146)
37533026,39.2639414,-76.7164031,,,3,,,POINT (-76.7164031 39.2639414)
37533033,39.2643983,-76.7165398,,,3,,,POINT (-76.7165398 39.2643983)
37533044,39.2646392,-76.7171889,,,3,,,POINT (-76.7171889 39.2646392)
37533050,39.4577918,-76.8050138,,,4,,,POINT (-76.8050138 39.4577918)
37533053,39.4578413,-76.8062573,,,3,,,POINT (-76.8062573 39.4578413)
37533076,39.2420471,-76.6308384,,,3,,,POINT (-76.6308384 39.2420471)
37533098,39.2415786,-76.6303699,,,4,,,POINT (-76.6303699 39.2415786)
37533106,39.592567,-76.6752599,,,3,,,POINT (-76.6752599 39.592567)
37533143,39.5917149,-76.6743748,,,3,,,POINT (-76.6743748 39.5917149)
37533173,39.4627247,-76.4917046,,,1,,,POINT (-76.4917046 39.4627247)
37533176,39.2450354,-76.651576,,,1,,,POINT (-76.651576 39.2450354)
37533189,39.2462225,-76.6519541,,,3,,,POINT (-76.6519541 39.2462225)
37533225,39.3903972,-76.7429413,,,3,,,POINT (-76.7429413 39.3903972)
37533232,39.3907809,-76.7430824,,,3,,,POINT (-76.7430824 39.3907809)
37533248,39.3910269,-76.7434725,,,2,,,POINT (-76.7434725 39.3910269)
37533262,39.3922001,-76.7428737,,,3,,,POINT (-76.7428737 39.3922001)
37533295,39.542597,-76.620604,,,1,,,POINT (-76.620604 39.542597)
37533304,39.2831676,-76.7197425,,,4,,,POINT (-76.7197425 39.2831676)
37533319,39.542393,-76.623571,,,3,,,POINT (-76.623571 39.542393)
37533339,39.541094,-76.624017,,,1,,,POINT (-76.624017 39.541094)
37533341,39.570058,-76.683152,,,1,,,POINT (-76.683152 39.570058)
37533373,39.5714535,-76.6818117,,,3,,,POINT (-76.6818117 39.5714535)
37533397,39.541806,-76.627455,,,1,,,POINT (-76.627455 39.541806)
37533399,39.538323,-76.644458,,,3,,,POINT (-76.644458 39.538323)
37533407,39.539099,-76.6451393,,,3,,,POINT (-76.6451393 39.539099)
37533449,39.545499,-76.645794,,,1,,,POINT (-76.645794 39.545499)
37533452,39.318199,-76.482825,,,3,,,POINT (-76.482825 39.318199)
37533478,39.318647,-76.482623,,,3,,,POINT (-76.482623 39.318647)
37533481,39.333825,-76.474421,,,1,,,POINT (-76.474421 39.333825)
37533497,39.3331682,-76.4758045,,,3,,,POINT (-76.4758045 39.3331682)
37533506,39.567045,-76.6569066,,,3,,,POINT (-76.6569066 39.567045)
37533526,39.5676354,-76.6571714,,,3,,,POINT (-76.6571714 39.5676354)
37533529,39.3152734,-76.4703471,,,3,,,POINT (-76.4703471 39.3152734)
37533536,39.568987,-76.656636,,,1,,,POINT (-76.656636 39.568987)
37533562,39.569173,-76.655838,,,1,,,POINT (-76.655838 39.569173)
37533611,39.333864,-76.441086,,,3,,,POINT (-76.441086 39.333864)
37533624,39.4141683,-76.3896493,,,3,,,POINT (-76.3896493 39.4141683)
37533625,39.414384,-76.389327,,,1,,,POINT (-76.389327 39.414384)
37533628,39.295193,-76.523134,,,3,,,POINT (-76.523134 39.295193)
37533635,39.4142781,-76.3898348,,,1,,,POINT (-76.3898348 39.4142781)
37533648,39.4141165,-76.3887235,,,3,,,POINT (-76.3887235 39.4141165)
37533666,39.317534,-76.460638,,,3,,,POINT (-76.460638 39.317534)
37533690,39.279698,-76.500379,,,3,,,POINT (-76.500379 39.279698)
37533740,39.4757574,-76.7040494,,,3,,,POINT (-76.7040494 39.4757574)
37533747,39.4752957,-76.7034942,,,3,,,POINT (-76.7034942 39.4752957)
37533752,39.475188,-76.7033439,,,3,,,POINT (-76.7033439 39.475188)
37533759,39.4754694,-76.7027718,,,3,,,POINT (-76.7027718 39.4754694)
37533768,39.4755741,-76.7017239,,,1,,,POINT (-76.7017239 39.4755741)
37533782,39.4271985,-76.7045219,,,3,,,POINT (-76.7045219 39.4271985)
37533787,39.4268326,-76.7049678,,,3,,,POINT (-76.7049678 39.4268326)
37533806,39.4264096,-76.7062642,,,4,,,POINT (-76.7062642 39.4264096)
37533814,39.276696,-76.496903,,,4,,,POINT (-76.496903 39.276696)
37533817,39.646006,-76.71722,,,1,,,POINT (-76.71722 39.646006)
37533819,39.3163241,-76.7176115,,,3,,,POINT (-76.7176115 39.3163241)
37533829,39.3173711,-76.7169378,,,3,,,POINT (-76.7169378 39.3173711)
37533834,39.312837,-76.7117436,traffic_signals,,4,,,POINT (-76.7117436 39.312837)
37533872,39.4496083,-76.6073393,,,3,,,POINT (-76.6073393 39.4496083)
37533878,39.4921716,-76.6813803,,,5,,,POINT (-76.6813803 39.4921716)
37533888,39.4924102,-76.6824557,,,3,,,POINT (-76.6824557 39.4924102)
37533890,39.4923798,-76.6824796,,,4,,,POINT (-76.6824796 39.4923798)
37533896,39.4916595,-76.6819878,,,4,,,POINT (-76.6819878 39.4916595)
37533927,39.4921136,-76.6814006,,,3,,,POINT (-76.6814006 39.4921136)
37533934,39.4924332,-76.6811416,,,3,,,POINT (-76.6811416 39.4924332)
37533946,39.4929094,-76.6801701,,,3,,,POINT (-76.6801701 39.4929094)
37533952,39.3119791,-76.7315002,,,3,,,POINT (-76.7315002 39.3119791)
37533966,39.3116939,-76.7320968,,,4,,,POINT (-76.7320968 39.3116939)
37533969,39.503197,-76.6844596,,,1,,,POINT (-76.6844596 39.503197)
37533994,39.3138612,-76.7286551,,,1,,,POINT (-76.7286551 39.3138612)
37534003,39.3144028,-76.728694,,,3,,,POINT (-76.728694 39.3144028)
37534032,39.314152,-76.729629,,,4,,,POINT (-76.729629 39.314152)
37534036,39.313717,-76.7305259,,,3,,,POINT (-76.7305259 39.313717)
37534045,39.2570523,-76.6783729,,,3,,,POINT (-76.6783729 39.2570523)
37534079,39.5036395,-76.6850045,,,3,,,POINT (-76.6850045 39.5036395)
37534094,39.5032628,-76.6865069,,,3,,,POINT (-76.6865069 39.5032628)
37534120,39.4940861,-76.6894368,,,3,,,POINT (-76.6894368 39.4940861)
37534126,39.4938158,-76.6899554,,,3,,,POINT (-76.6899554 39.4938158)
37534130,39.4938462,-76.6900545,,,3,,,POINT (-76.6900545 39.4938462)
37534158,39.4937458,-76.6919892,,,1,,,POINT (-76.6919892 39.4937458)
37534162,39.5021782,-76.6932579,,,3,,,POINT (-76.6932579 39.5021782)
37534177,39.5027846,-76.6928917,,,1,,,POINT (-76.6928917 39.5027846)
37534181,39.4609237,-76.6667508,,,3,,,POINT (-76.6667508 39.4609237)
37534220,39.3875985,-76.6665431,,,4,,,POINT (-76.6665431 39.3875985)
37534273,39.3916023,-76.6678792,,,1,,,POINT (-76.6678792 39.3916023)
37534277,39.436263,-76.509679,,,3,,,POINT (-76.509679 39.436263)
37534303,39.4010428,-76.8145349,,,3,,,POINT (-76.8145349 39.4010428)
37534306,39.4013723,-76.8142305,,,4,,,POINT (-76.8142305 39.4013723)
37534341,39.4799254,-76.6550818,,,3,,,POINT (-76.6550818 39.4799254)
37534370,39.4779728,-76.6568397,,,3,,,POINT (-76.6568397 39.4779728)
37534371,39.4779525,-76.6570254,,,3,,,POINT (-76.6570254 39.4779525)
37534379,39.478149,-76.6577025,,,3,,,POINT (-76.6577025 39.478149)
37534381,39.4781808,-76.6578393,,,3,,,POINT (-76.6578393 39.4781808)
37534387,39.4785409,-76.6586414,,,3,,,POINT (-76.6586414 39.4785409)
37534401,39.3788387,-76.4600422,,,3,,,POINT (-76.4600422 39.3788387)
37534413,39.267249,-76.527732,,,3,,,POINT (-76.527732 39.267249)
37534438,39.4689517,-76.7432935,,,1,,,POINT (-76.7432935 39.4689517)
37534441,39.2624758,-76.7236644,,,3,,,POINT (-76.7236644 39.2624758)
37534457,39.5917378,-76.6448414,,,3,,,POINT (-76.6448414 39.5917378)
37534470,39.6199414,-76.5761126,,,3,,,POINT (-76.5761126 39.6199414)
37534547,39.2668048,-76.5269245,,,3,,,POINT (-76.5269245 39.2668048)
37534551,39.268874,-76.5266592,,,3,,,POINT (-76.5266592 39.268874)
37534553,39.3409022,-76.4460915,,,1,,,POINT (-76.4460915 39.3409022)
37534558,39.339811,-76.44804,,,3,,,POINT (-76.44804 39.339811)
37534561,39.6267058,-76.5953851,,,3,,,POINT (-76.5953851 39.6267058)
37534604,39.6272371,-76.5948733,,,3,,,POINT (-76.5948733 39.6272371)
37534611,39.3839437,-76.7830748,,,3,,,POINT (-76.7830748 39.3839437)
37534628,39.3842318,-76.7832883,,,3,,,POINT (-76.7832883 39.3842318)
37534630,39.3811228,-76.5561107,,,3,,,POINT (-76.5561107 39.3811228)
37534636,39.3828213,-76.7817667,,,4,,,POINT (-76.7817667 39.3828213)
37534698,39.3691063,-76.3535171,,,3,,,POINT (-76.3535171 39.3691063)
37534708,39.3704364,-76.3532354,,,3,,,POINT (-76.3532354 39.3704364)
37534717,39.3702312,-76.3527097,,,3,,,POINT (-76.3527097 39.3702312)
37534771,39.4490691,-76.6653541,,,3,,,POINT (-76.6653541 39.4490691)
37534781,39.4494369,-76.6674693,,,1,,,POINT (-76.6674693 39.4494369)
37534807,39.3839371,-76.6149199,,,4,,,POINT (-76.6149199 39.3839371)
37534828,39.3839431,-76.6173272,,,4,,,POINT (-76.6173272 39.3839431)
37534851,39.3814509,-76.6188928,,,4,,,POINT (-76.6188928 39.3814509)
37534855,39.4714158,-76.8640086,,,3,,,POINT (-76.8640086 39.4714158)
37534881,39.470927,-76.8660127,,,3,,,POINT (-76.8660127 39.470927)
37534920,39.2371618,-76.4756607,,,3,,,POINT (-76.4756607 39.2371618)
37534938,39.2369315,-76.4759933,traffic_signals,1489,3,,,POINT (-76.4759933 39.2369315)
37534963,39.3448316,-76.753675,,,3,,,POINT (-76.753675 39.3448316)
37534966,39.2378771,-76.6835326,,,3,,,POINT (-76.6835326 39.2378771)
37535019,39.2786691,-76.4819178,,,3,,,POINT (-76.4819178 39.2786691)
37535028,39.2528167,-76.5209356,,,3,,,POINT (-76.5209356 39.2528167)
37535039,39.255083,-76.522103,,,4,,,POINT (-76.522103 39.255083)
37535045,39.4797845,-76.4512851,,,3,,,POINT (-76.4512851 39.4797845)
37535049,39.480593,-76.447411,,,1,,,POINT (-76.447411 39.480593)
37535051,39.703184,-76.719006,,,3,,,POINT (-76.719006 39.703184)
37535063,39.703077,-76.717774,,,3,,,POINT (-76.717774 39.703077)
37535071,39.701447,-76.715192,,,1,,,POINT (-76.715192 39.701447)
37535094,39.697821,-76.711362,,,1,,,POINT (-76.711362 39.697821)
37535110,39.4719127,-76.8086304,,,3,,,POINT (-76.8086304 39.4719127)
37535128,39.720428,-76.722811,,,1,,,POINT (-76.722811 39.720428)
37535159,39.3777592,-76.5710376,,,3,,,POINT (-76.5710376 39.3777592)
37535165,39.5374539,-76.6476492,,,3,,,POINT (-76.6476492 39.5374539)
37535195,39.30836,-76.444068,,,3,,,POINT (-76.444068 39.30836)
37535201,39.355319,-76.429391,,,3,,,POINT (-76.429391 39.355319)
37535205,39.355046,-76.4299463,,,1,,,POINT (-76.4299463 39.355046)
37535220,39.355977,-76.431283,,,3,,,POINT (-76.431283 39.355977)
37535236,39.356303,-76.4322333,,,3,,,POINT (-76.4322333 39.356303)
37535241,39.3901081,-76.6058079,,,3,,,POINT (-76.6058079 39.3901081)
37535247,39.3902071,-76.6054546,crossing,,4,,,POINT (-76.6054546 39.3902071)
37535254,39.3905148,-76.6051883,,,3,,,POINT (-76.6051883 39.3905148)
37535290,39.308304,-76.445422,,,3,,,POINT (-76.445422 39.308304)
37535296,39.402422,-76.627037,,,3,,,POINT (-76.627037 39.402422)
37535304,39.4316172,-76.6221439,,,3,,,POINT (-76.6221439 39.4316172)
37535305,39.4318387,-76.621653,,,3,,,POINT (-76.621653 39.4318387)
37535314,39.4052601,-76.5397143,,,3,,,POINT (-76.5397143 39.4052601)
37535317,39.405563,-76.540593,,,3,,,POINT (-76.540593 39.405563)
37535318,39.4056343,-76.5408834,,,3,,,POINT (-76.5408834 39.4056343)
37535319,39.3774716,-76.7889616,,,4,,,POINT (-76.7889616 39.3774716)
37535335,39.3763209,-76.7758362,,,1,,,POINT (-76.7758362 39.3763209)
37535358,39.2554781,-76.7367103,crossing,,4,,,POINT (-76.7367103 39.2554781)
37535360,39.2553145,-76.7371723,,,3,,,POINT (-76.7371723 39.2553145)
37535375,39.2555808,-76.73851,,,1,,,POINT (-76.73851 39.2555808)
37535416,39.2367425,-76.6677048,motorway_junction,9,3,,,POINT (-76.6677048 39.2367425)
37535492,39.4029587,-76.6095832,,,3,,,POINT (-76.6095832 39.4029587)
37535495,39.4780969,-76.6164934,,,3,,,POINT (-76.6164934 39.4780969)
37535521,39.4875129,-76.6607235,,,3,,,POINT (-76.6607235 39.4875129)
37535535,39.487589,-76.6643591,,,3,,,POINT (-76.6643591 39.487589)
37535547,39.4031026,-76.6095623,,,3,,,POINT (-76.6095623 39.4031026)
37535554,39.4862177,-76.6640882,turning_circle,,6,,,POINT (-76.6640882 39.4862177)
37535562,39.4864019,-76.6625151,,,1,,,POINT (-76.6625151 39.4864019)
37535584,39.6698149,-76.6714186,,,3,,,POINT (-76.6714186 39.6698149)
37535596,39.669445,-76.67144,,,1,,,POINT (-76.67144 39.669445)
37535600,39.4861672,-76.6625871,,,1,,,POINT (-76.6625871 39.4861672)
37535614,39.4571382,-76.6729669,,,1,,,POINT (-76.6729669 39.4571382)
37535658,39.3828375,-76.567288,,,4,,,POINT (-76.567288 39.3828375)
37535665,39.490117,-76.6656715,,,3,,,POINT (-76.6656715 39.490117)
37535673,39.4905372,-76.6647235,,,4,,,POINT (-76.6647235 39.4905372)
37535675,39.4906206,-76.664733,,,4,,,POINT (-76.664733 39.4906206)
37535696,39.4051517,-76.6560858,,,3,,,POINT (-76.6560858 39.4051517)
37535719,39.2679201,-76.5083206,,,3,,,POINT (-76.5083206 39.2679201)
37535736,39.2651567,-76.7734515,,,4,,,POINT (-76.7734515 39.2651567)
37535741,39.2645071,-76.773374,,,3,,,POINT (-76.773374 39.2645071)
37535748,39.2640585,-76.7729288,,,3,,,POINT (-76.7729288 39.2640585)
37535778,39.4567311,-76.7245025,,,3,,,POINT (-76.7245025 39.4567311)
37535781,39.4572571,-76.7235973,,,1,,,POINT (-76.7235973 39.4572571)
37535810,39.2644998,-76.7735993,,,3,,,POINT (-76.7735993 39.2644998)
37535844,39.2632735,-76.7757438,,,3,,,POINT (-76.7757438 39.2632735)
37535846,39.295095,-76.406046,,,3,,,POINT (-76.406046 39.295095)
37535863,39.294794,-76.405793,,,3,,,POINT (-76.405793 39.294794)
37535865,39.2850398,-76.7736741,,,4,,,POINT (-76.7736741 39.2850398)
